arquivo;status;natureza;referencias;paginas_que_referenciam
PRESTA_Conf/info.gif;não recuperada;interface/decorativa;56;PRESTA_Conf/sld001.htm | PRESTA_Conf/sld002.htm | PRESTA_Conf/sld003.htm | PRESTA_Conf/sld004.htm | PRESTA_Conf/sld005.htm | PRESTA_Conf/sld006.htm | PRESTA_Conf/sld007.htm | PRESTA_Conf/sld008.htm | PRESTA_Conf/sld009.htm | PRESTA_Conf/sld010.htm | PRESTA_Conf/sld011.htm | PRESTA_Conf/sld012.htm | PRESTA_Conf/sld013.htm | PRESTA_Conf/sld014.htm | PRESTA_Conf/sld015.htm | PRESTA_Conf/sld016.htm | PRESTA_Conf/sld017.htm | PRESTA_Conf/sld018.htm | PRESTA_Conf/sld019.htm | PRESTA_Conf/sld020.htm | PRESTA_Conf/sld021.htm | PRESTA_Conf/sld022.htm | PRESTA_Conf/sld023.htm | PRESTA_Conf/sld024.htm | PRESTA_Conf/sld025.htm | PRESTA_Conf/sld026.htm | PRESTA_Conf/sld027.htm | PRESTA_Conf/sld028.htm | PRESTA_Conf/sld029.htm | PRESTA_Conf/sld030.htm | PRESTA_Conf/sld031.htm | PRESTA_Conf/sld032.htm | PRESTA_Conf/sld033.htm | PRESTA_Conf/sld034.htm | PRESTA_Conf/sld035.htm | PRESTA_Conf/sld036.htm | PRESTA_Conf/sld037.htm | PRESTA_Conf/sld038.htm | PRESTA_Conf/sld039.htm | PRESTA_Conf/sld040.htm | PRESTA_Conf/sld041.htm | PRESTA_Conf/sld042.htm | PRESTA_Conf/sld043.htm | PRESTA_Conf/sld044.htm | PRESTA_Conf/sld045.htm | PRESTA_Conf/sld046.htm | PRESTA_Conf/sld047.htm | PRESTA_Conf/sld048.htm | PRESTA_Conf/sld049.htm | PRESTA_Conf/sld050.htm | PRESTA_Conf/sld051.htm | PRESTA_Conf/sld052.htm | PRESTA_Conf/sld053.htm | PRESTA_Conf/sld054.htm | PRESTA_Conf/sld055.htm | PRESTA_Conf/sld056.htm
PRESTA_Conf/last.gif;não recuperada;interface/decorativa;56;PRESTA_Conf/sld001.htm | PRESTA_Conf/sld002.htm | PRESTA_Conf/sld003.htm | PRESTA_Conf/sld004.htm | PRESTA_Conf/sld005.htm | PRESTA_Conf/sld006.htm | PRESTA_Conf/sld007.htm | PRESTA_Conf/sld008.htm | PRESTA_Conf/sld009.htm | PRESTA_Conf/sld010.htm | PRESTA_Conf/sld011.htm | PRESTA_Conf/sld012.htm | PRESTA_Conf/sld013.htm | PRESTA_Conf/sld014.htm | PRESTA_Conf/sld015.htm | PRESTA_Conf/sld016.htm | PRESTA_Conf/sld017.htm | PRESTA_Conf/sld018.htm | PRESTA_Conf/sld019.htm | PRESTA_Conf/sld020.htm | PRESTA_Conf/sld021.htm | PRESTA_Conf/sld022.htm | PRESTA_Conf/sld023.htm | PRESTA_Conf/sld024.htm | PRESTA_Conf/sld025.htm | PRESTA_Conf/sld026.htm | PRESTA_Conf/sld027.htm | PRESTA_Conf/sld028.htm | PRESTA_Conf/sld029.htm | PRESTA_Conf/sld030.htm | PRESTA_Conf/sld031.htm | PRESTA_Conf/sld032.htm | PRESTA_Conf/sld033.htm | PRESTA_Conf/sld034.htm | PRESTA_Conf/sld035.htm | PRESTA_Conf/sld036.htm | PRESTA_Conf/sld037.htm | PRESTA_Conf/sld038.htm | PRESTA_Conf/sld039.htm | PRESTA_Conf/sld040.htm | PRESTA_Conf/sld041.htm | PRESTA_Conf/sld042.htm | PRESTA_Conf/sld043.htm | PRESTA_Conf/sld044.htm | PRESTA_Conf/sld045.htm | PRESTA_Conf/sld046.htm | PRESTA_Conf/sld047.htm | PRESTA_Conf/sld048.htm | PRESTA_Conf/sld049.htm | PRESTA_Conf/sld050.htm | PRESTA_Conf/sld051.htm | PRESTA_Conf/sld052.htm | PRESTA_Conf/sld053.htm | PRESTA_Conf/sld054.htm | PRESTA_Conf/sld055.htm | PRESTA_Conf/sld056.htm
PRESTA_Conf/next.gif;não recuperada;interface/decorativa;56;PRESTA_Conf/sld001.htm | PRESTA_Conf/sld002.htm | PRESTA_Conf/sld003.htm | PRESTA_Conf/sld004.htm | PRESTA_Conf/sld005.htm | PRESTA_Conf/sld006.htm | PRESTA_Conf/sld007.htm | PRESTA_Conf/sld008.htm | PRESTA_Conf/sld009.htm | PRESTA_Conf/sld010.htm | PRESTA_Conf/sld011.htm | PRESTA_Conf/sld012.htm | PRESTA_Conf/sld013.htm | PRESTA_Conf/sld014.htm | PRESTA_Conf/sld015.htm | PRESTA_Conf/sld016.htm | PRESTA_Conf/sld017.htm | PRESTA_Conf/sld018.htm | PRESTA_Conf/sld019.htm | PRESTA_Conf/sld020.htm | PRESTA_Conf/sld021.htm | PRESTA_Conf/sld022.htm | PRESTA_Conf/sld023.htm | PRESTA_Conf/sld024.htm | PRESTA_Conf/sld025.htm | PRESTA_Conf/sld026.htm | PRESTA_Conf/sld027.htm | PRESTA_Conf/sld028.htm | PRESTA_Conf/sld029.htm | PRESTA_Conf/sld030.htm | PRESTA_Conf/sld031.htm | PRESTA_Conf/sld032.htm | PRESTA_Conf/sld033.htm | PRESTA_Conf/sld034.htm | PRESTA_Conf/sld035.htm | PRESTA_Conf/sld036.htm | PRESTA_Conf/sld037.htm | PRESTA_Conf/sld038.htm | PRESTA_Conf/sld039.htm | PRESTA_Conf/sld040.htm | PRESTA_Conf/sld041.htm | PRESTA_Conf/sld042.htm | PRESTA_Conf/sld043.htm | PRESTA_Conf/sld044.htm | PRESTA_Conf/sld045.htm | PRESTA_Conf/sld046.htm | PRESTA_Conf/sld047.htm | PRESTA_Conf/sld048.htm | PRESTA_Conf/sld049.htm | PRESTA_Conf/sld050.htm | PRESTA_Conf/sld051.htm | PRESTA_Conf/sld052.htm | PRESTA_Conf/sld053.htm | PRESTA_Conf/sld054.htm | PRESTA_Conf/sld055.htm | PRESTA_Conf/sld056.htm
PRESTA_Conf/prev.gif;não recuperada;interface/decorativa;56;PRESTA_Conf/sld001.htm | PRESTA_Conf/sld002.htm | PRESTA_Conf/sld003.htm | PRESTA_Conf/sld004.htm | PRESTA_Conf/sld005.htm | PRESTA_Conf/sld006.htm | PRESTA_Conf/sld007.htm | PRESTA_Conf/sld008.htm | PRESTA_Conf/sld009.htm | PRESTA_Conf/sld010.htm | PRESTA_Conf/sld011.htm | PRESTA_Conf/sld012.htm | PRESTA_Conf/sld013.htm | PRESTA_Conf/sld014.htm | PRESTA_Conf/sld015.htm | PRESTA_Conf/sld016.htm | PRESTA_Conf/sld017.htm | PRESTA_Conf/sld018.htm | PRESTA_Conf/sld019.htm | PRESTA_Conf/sld020.htm | PRESTA_Conf/sld021.htm | PRESTA_Conf/sld022.htm | PRESTA_Conf/sld023.htm | PRESTA_Conf/sld024.htm | PRESTA_Conf/sld025.htm | PRESTA_Conf/sld026.htm | PRESTA_Conf/sld027.htm | PRESTA_Conf/sld028.htm | PRESTA_Conf/sld029.htm | PRESTA_Conf/sld030.htm | PRESTA_Conf/sld031.htm | PRESTA_Conf/sld032.htm | PRESTA_Conf/sld033.htm | PRESTA_Conf/sld034.htm | PRESTA_Conf/sld035.htm | PRESTA_Conf/sld036.htm | PRESTA_Conf/sld037.htm | PRESTA_Conf/sld038.htm | PRESTA_Conf/sld039.htm | PRESTA_Conf/sld040.htm | PRESTA_Conf/sld041.htm | PRESTA_Conf/sld042.htm | PRESTA_Conf/sld043.htm | PRESTA_Conf/sld044.htm | PRESTA_Conf/sld045.htm | PRESTA_Conf/sld046.htm | PRESTA_Conf/sld047.htm | PRESTA_Conf/sld048.htm | PRESTA_Conf/sld049.htm | PRESTA_Conf/sld050.htm | PRESTA_Conf/sld051.htm | PRESTA_Conf/sld052.htm | PRESTA_Conf/sld053.htm | PRESTA_Conf/sld054.htm | PRESTA_Conf/sld055.htm | PRESTA_Conf/sld056.htm
PRESTA_Conf/space.gif;não recuperada;interface/decorativa;56;PRESTA_Conf/sld001.htm | PRESTA_Conf/sld002.htm | PRESTA_Conf/sld003.htm | PRESTA_Conf/sld004.htm | PRESTA_Conf/sld005.htm | PRESTA_Conf/sld006.htm | PRESTA_Conf/sld007.htm | PRESTA_Conf/sld008.htm | PRESTA_Conf/sld009.htm | PRESTA_Conf/sld010.htm | PRESTA_Conf/sld011.htm | PRESTA_Conf/sld012.htm | PRESTA_Conf/sld013.htm | PRESTA_Conf/sld014.htm | PRESTA_Conf/sld015.htm | PRESTA_Conf/sld016.htm | PRESTA_Conf/sld017.htm | PRESTA_Conf/sld018.htm | PRESTA_Conf/sld019.htm | PRESTA_Conf/sld020.htm | PRESTA_Conf/sld021.htm | PRESTA_Conf/sld022.htm | PRESTA_Conf/sld023.htm | PRESTA_Conf/sld024.htm | PRESTA_Conf/sld025.htm | PRESTA_Conf/sld026.htm | PRESTA_Conf/sld027.htm | PRESTA_Conf/sld028.htm | PRESTA_Conf/sld029.htm | PRESTA_Conf/sld030.htm | PRESTA_Conf/sld031.htm | PRESTA_Conf/sld032.htm | PRESTA_Conf/sld033.htm | PRESTA_Conf/sld034.htm | PRESTA_Conf/sld035.htm | PRESTA_Conf/sld036.htm | PRESTA_Conf/sld037.htm | PRESTA_Conf/sld038.htm | PRESTA_Conf/sld039.htm | PRESTA_Conf/sld040.htm | PRESTA_Conf/sld041.htm | PRESTA_Conf/sld042.htm | PRESTA_Conf/sld043.htm | PRESTA_Conf/sld044.htm | PRESTA_Conf/sld045.htm | PRESTA_Conf/sld046.htm | PRESTA_Conf/sld047.htm | PRESTA_Conf/sld048.htm | PRESTA_Conf/sld049.htm | PRESTA_Conf/sld050.htm | PRESTA_Conf/sld051.htm | PRESTA_Conf/sld052.htm | PRESTA_Conf/sld053.htm | PRESTA_Conf/sld054.htm | PRESTA_Conf/sld055.htm | PRESTA_Conf/sld056.htm
PRESTA_Conf/text.gif;não recuperada;interface/decorativa;56;PRESTA_Conf/sld001.htm | PRESTA_Conf/sld002.htm | PRESTA_Conf/sld003.htm | PRESTA_Conf/sld004.htm | PRESTA_Conf/sld005.htm | PRESTA_Conf/sld006.htm | PRESTA_Conf/sld007.htm | PRESTA_Conf/sld008.htm | PRESTA_Conf/sld009.htm | PRESTA_Conf/sld010.htm | PRESTA_Conf/sld011.htm | PRESTA_Conf/sld012.htm | PRESTA_Conf/sld013.htm | PRESTA_Conf/sld014.htm | PRESTA_Conf/sld015.htm | PRESTA_Conf/sld016.htm | PRESTA_Conf/sld017.htm | PRESTA_Conf/sld018.htm | PRESTA_Conf/sld019.htm | PRESTA_Conf/sld020.htm | PRESTA_Conf/sld021.htm | PRESTA_Conf/sld022.htm | PRESTA_Conf/sld023.htm | PRESTA_Conf/sld024.htm | PRESTA_Conf/sld025.htm | PRESTA_Conf/sld026.htm | PRESTA_Conf/sld027.htm | PRESTA_Conf/sld028.htm | PRESTA_Conf/sld029.htm | PRESTA_Conf/sld030.htm | PRESTA_Conf/sld031.htm | PRESTA_Conf/sld032.htm | PRESTA_Conf/sld033.htm | PRESTA_Conf/sld034.htm | PRESTA_Conf/sld035.htm | PRESTA_Conf/sld036.htm | PRESTA_Conf/sld037.htm | PRESTA_Conf/sld038.htm | PRESTA_Conf/sld039.htm | PRESTA_Conf/sld040.htm | PRESTA_Conf/sld041.htm | PRESTA_Conf/sld042.htm | PRESTA_Conf/sld043.htm | PRESTA_Conf/sld044.htm | PRESTA_Conf/sld045.htm | PRESTA_Conf/sld046.htm | PRESTA_Conf/sld047.htm | PRESTA_Conf/sld048.htm | PRESTA_Conf/sld049.htm | PRESTA_Conf/sld050.htm | PRESTA_Conf/sld051.htm | PRESTA_Conf/sld052.htm | PRESTA_Conf/sld053.htm | PRESTA_Conf/sld054.htm | PRESTA_Conf/sld055.htm | PRESTA_Conf/sld056.htm
fundo1.jpg;recuperada;interface/decorativa;1;index.html
images/apresenta.jpg;não recuperada;interface/decorativa;1;botao.htm
images/artigos.jpg;não recuperada;interface/decorativa;1;botao.htm
images/bnd-brax.gif;recuperada;interface/decorativa;1;minicurso.htm
images/comunica.jpg;não recuperada;interface/decorativa;1;botao.htm
images/conferencia.jpg;não recuperada;interface/decorativa;1;botao.htm
images/eun.gif;recuperada;interface/decorativa;1;index.html
images/iase.jpg;recuperada;interface/decorativa;1;index.html
images/ine.jpg;recuperada;interface/decorativa;1;index.html
images/mesa.jpg;não recuperada;interface/decorativa;1;botao.htm
images/minicurso.jpg;não recuperada;interface/decorativa;1;botao.htm
images/ponte_azul.jpg;não recuperada;interface/decorativa;87;comunica/CD-Amostagem.html | comunica/CONTROL.html | comunica/Cadeias.html | comunica/Congreso- trabajo.html | comunica/EAE.html | comunica/Formação_Estat.html | comunica/Forma��o_Estat.html | comunica/II Enc de Ens de Estat.html | comunica/MALVIC.html | comunica/Mendes.html | comunica/Ponenc.html | comunica/RESUMO.html | comunica/RESUMO_(.html | comunica/Resumen Aguirre-Niño-Zoppi.html | comunica/Resumen Aguirre-Ni�o-Zoppi.html | comunica/Resumen.html | comunica/Uma99.html | comunica/artigoCEE.html | comunica/blanco.html | comunica/brasilio.html | comunica/tema2art2.html | comunica/tema2art4.html | comunica/tema2art6.html | comunica/tema2art7.html | comunica/tema2art8.html | comunica/tema2art9.html | comunica/tema3art1.html | comunica/tema3art2.html | comunica/tema3art4.html | comunica/tema3art6.html | comunica/terebra.html | mesa/Barbetta.html | mesa/Barriga2.html | mesa/Batanero_Mesa.html | mesa/Celi_Batanero.html | mesa/Cezar_Aguirre.html | mesa/Cezar_Batanero.html | mesa/FLORIPA1/index.htm | mesa/Haedo.html | mesa/MGOTTAVI.html | mesa/MORETTIN.html | mesa/Mesa_Cabarcas.html | mesa/Mesa_Gabriella.html | mesa/OTTAVIAN.html | mesa/Relato_Lisbeth.html | mesa/Soares.html | mesa/dinara_batanero.htm | mesa/elena_batanero.htm | mesa/ernesto_batanero.htm | mesa/mesa.html | minicurso/CursoCarmenEspanhol.html | minicurso/CursoCarmenPortugues.html | pasta1/art1.html | pasta1/art2.html | pasta1/art3.html | pasta1/art4.html | pasta1/art5.html | pasta2/art1p2.html | pasta2/art2p2.html | pasta2/art3p2.html | pasta2/art4p2.html | pasta2/art5p2.html | pasta3/art1p3.html | pasta3/art2p3.html | pasta3/art3p3.html | pasta4/art1p4.html | pasta4/art2p4.html | pasta4/art3p4.html | pasta4/art4p4.html | pasta5/art1p5.html | pasta5/art2p5.html | pasta5/art3p5.html | pasta5/art4p5.html | posters/Alunos_maringa.html | posters/Alunos_maringá.html | posters/CRAVERO.html | posters/Floriano.html | posters/MBioestPoster.html | posters/POSTERS97.html | posters/Poster.html | posters/ResumoFloripa.html | posters/tema1art1.html | posters/tema2art1.html | posters/tema2art3.html | posters/tema2art5.html | posters/tema3art3.html | posters/tema3art5.html
images/posters.jpg;não recuperada;interface/decorativa;1;botao.htm
images/presta.jpg;recuperada;interface/decorativa;1;index.html
images/relatos.jpg;não recuperada;interface/decorativa;1;botao.htm
images/spainfl.gif;recuperada;interface/decorativa;2;conf.htm | minicurso.htm
images/ufsc.jpg;recuperada;interface/decorativa;1;index.html
images/us-t.gif;não recuperada;interface/decorativa;1;conf.htm
mesa/FLORIPA1/first.gif;não recuperada;interface/decorativa;15;mesa/FLORIPA1/sld001.htm | mesa/FLORIPA1/sld002.htm | mesa/FLORIPA1/sld003.htm | mesa/FLORIPA1/sld004.htm | mesa/FLORIPA1/sld005.htm | mesa/FLORIPA1/sld006.htm | mesa/FLORIPA1/sld007.htm | mesa/FLORIPA1/sld008.htm | mesa/FLORIPA1/sld009.htm | mesa/FLORIPA1/sld010.htm | mesa/FLORIPA1/sld011.htm | mesa/FLORIPA1/sld012.htm | mesa/FLORIPA1/sld013.htm | mesa/FLORIPA1/sld014.htm | mesa/FLORIPA1/sld015.htm
mesa/FLORIPA1/ielogo.gif;não recuperada;interface/decorativa;1;mesa/FLORIPA1/index.htm
mesa/FLORIPA1/img001.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld001.htm
mesa/FLORIPA1/img002.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld002.htm
mesa/FLORIPA1/img003.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld003.htm
mesa/FLORIPA1/img004.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld004.htm
mesa/FLORIPA1/img005.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld005.htm
mesa/FLORIPA1/img006.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld006.htm
mesa/FLORIPA1/img007.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld007.htm
mesa/FLORIPA1/img008.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld008.htm
mesa/FLORIPA1/img009.JPG;recuperada;figura/conteúdo;1;mesa/FLORIPA1/sld009.htm
